Id,CAS,SMILES,Status,Experimental value,Predicted value
8578,103981-94-8,O=C(NC1CC(N(O)C(C)(C)C1)(C)C)NP(=O)(N2CC2(C)C)N3CC3(C)C,Training,0.48,1.9437
8579,103981-95-9,O=C(NC1CC(N(O)C1(C)(C))(C)C)NP(=O)(N2CC2)N3CC3,Training,-0.6,-0.2896
8580,103981-96-0,O=C(NC1CC(N(O)C1(C)(C))(C)C)NP(=O)(N2CC2(C)C)N3CC3(C)C,Training,0.51,1.4526
8581,103981-97-1,O=C(NC1CC(NC(C)(C)C1)(C)C)NP(=O)(N2CC2(C)C)N3CC3(C)C,Training,0.55,2.3225
8582,103981-98-2,O=C(NC23(CC1CC(CC(C1)C2)C3))NP(=O)(N4CC4(C)C)N5CC5(C)C,Training,1.98,4.0491
8583,103981-99-3,O=C(NC1CC(C)(C)N(=O)C1(C)(C))NP(=O)(N2CC2)N3CC3,Training,-0.48,-0.7546
8584,104076-38-2,n2c1ccccc1sc2NCCCOc3cccc(c3)CN4CCCCC4,Training,5.41,5.1372
8585,104151-78-2,O=C(OC)c1c(no[n+]1([O-]))C,Training,0.69,-0.2419
8586,104151-90-8,O=C(OC)c1no[n+]([O-])c1C,Training,0.56,-0.2419
8587,104182-04-9,O=C(c1ccc(F)cc1)CCN3CCC(O)(c2ccc(cc2)Cl)CC3,Training,3.24,3.7085
8588,104294-16-8,O(c1ccc(cc1Cl)Cl)c2c(cc(cc2Cl)Cl)Cl,Training,6.11,7.2718
8589,104383-17-7,Fc4ccc(OCC(O)CN3CCC(N(c2nc1ccccc1s2)C)CC3)cc4,Training,4.61,3.7258
8590,104411-79-2,OC(COc1ccccc1)CNCC(O)COc2ccccc2,Training,2.52,1.6044
8591,104437-96-9,O=S(=O)(N)c1ccc(s1)SCCO,Training,0.38,-0.2359
8592,104437-99-2,O=S(=O)(N)c1ccc(s1)SCCCO,Training,0.85,0.2552
8593,104438-00-8,O=S(=O)(N)c1ccc(s1)S(=O)(=O)CCO,Training,-0.54,-2.2134
8594,104438-02-0,O=S(=O)(N)c1ccc(s1)S(=O)(=O)CCCO,Training,-0.36,-1.7223
8595,104438-04-2,O=C(OCCCS(=O)(=O)c1ccc(s1)S(=O)(=O)N)C,Training,0.17,-0.7169
8596,104438-05-3,O=C(OCCCS(=O)(=O)c1ccc(s1)S(=O)(=O)N)COC,Training,-0.14,-1.4824
8597,104608-36-8,O=C1N(CCC1)P(=O)(OCC)Cc2ccc(cc2)c4nc3ccccc3s4,Training,3,3.5354
8598,104662-93-3,O=C(OC)Nc2nc1cc(ccc1n2(C(=O)OC))C(=O)c3ccccc3,Training,2.47,2.3861
8599,104668-67-9,O=C(Nc1ccc(c(c1)C(F)(F)F)[N+](=O)[O-])C(C)C(F)(F)F,Training,3.71,3.2048
8600,104697-84-9,O=C(O[Sn](c1ccccc1)(c2ccccc2)c3ccccc3)COc4ccccc4,Training,2.37,3.7092
8601,104732-07-2,O=C2c3c(O)cc(O)cc3(OC(c1cccc(O)c1)C2),Training,2.61,1.8358
8602,104764-52-5,O=C1C=CN(C=C1(O))CCC,Training,-0.17,-0.2012
8603,104764-53-6,O=C1C=CN(C=C1(O))C(C)C,Training,-0.02,-0.2747
8604,104764-54-7,O=C1C=CN(C=C1(O))CCCC,Training,0.72,0.2899
8605,104795-66-6,O=C(Nc1nnn[nH]1)c3c(OC(C)C)c2cc(OC)ccc2s3,Training,1.78,1.4918
8606,104901-18-0,N#CC(C#N)=NNc1c(cccc1C)C,Training,2.8,3.6005
8607,104946-50-1,O1c3ccccc3(OCCOCCOCCOCCOCCOCCOc2ccccc2(OCC1)),Training,1.63,2.4838
8608,104946-54-5,O1c3ccccc3(OCCOCCOCCOCCOCCOCCOCCOc2ccccc2(OCC1)),Training,1.82,2.2094
8609,104946-62-5,O1c2ccccc2(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCC1),Training,-0.09,-0.4272
8610,104958-85-2,O=C(NCCO)Cn1nc(nc1)[N+](=O)[O-],Training,-1.59,-2.899
8611,104958-86-3,O=[N+]([O-])c1ncn(n1)CC(O)COC,Training,-0.49,-1.7182
8612,104958-88-5,O=[N+]([O-])c1ncn(n1)CC(O)COCC,Training,-0.07,-1.2271
8613,104958-92-1,O=[N+]([O-])c1ncn(n1)CC(O)CN2CC2,Training,-0.72,-1.859
8614,104958-94-3,O=[N+]([O-])c1ncn(n1)CC(O)CCl,Training,0.05,-0.6987
8615,105024-66-6,Fc2ccc(cc2(Oc1ccccc1))CCC[Si](c3ccc(OCC)cc3)(C)C,Training,8.2,9.8336
8616,105217-56-9,OC(COCCc1ccccc1)CNC(C)C,Training,1.76,1.6134
8617,105217-57-0,OC(COCCOc1ccccc1)CNC(C)C,Training,1.63,1.147
8618,105217-58-1,OC(COCC=Cc1ccccc1)CNC(C)C,Training,2.15,1.8895
8619,105412-23-5,FC(F)(F)C(F)(F)C(F)(F)CNC(NC)=S,Training,1.99,2.4607
8620,105412-24-6,O=[N+]([O-])c1ccc(OCCCS(=O)C)cc1,Training,0.93,0.819
8621,105412-25-7,O=[N+]([O-])c1ccc(OCCC)cc1S(=O)(=O)C,Training,1.1,1.4436
8622,105412-26-8,O=[N+]([O-])c1ccc(OCCCS(=O)(=O)N)cc1,Training,0.97,0.9677
8623,105412-27-9,O=C(OCCCCC(=O)N)c1ccccc1,Training,1.39,1.3069
8624,105456-57-3,O=S(=O)(c1ccc(N)cc1)c2ccc(cc2Cl)Cl,Training,3.12,2.979
8625,105456-58-4,O=S(=O)(c1ccc(N)cc1)c2ccc(cc2C)C,Training,2.71,2.7846
8626,105456-59-5,O=S(=O)(c1ccc(N)cc1)c2ccc(OC)cc2(OC),Training,1.64,1.8518
8627,105456-60-8,O=S(=O)(c1ccc(N)cc1)c2ccc(O)cc2(O),Training,1.29,0.7296
8628,105456-64-2,O=S(=O)(c1ccc(N)cc1)c2c(OC)cc(OC)cc2(OC),Training,1.03,1.9327
8629,105456-65-3,O=S(=O)(c1ccc(N)cc1)c2c(O)cc(O)cc2(O),Training,1.53,0.2494
8630,105512-06-9,O=C(OCC#C)C(Oc2ccc(Oc1ncc(cc1(F))Cl)cc2)C,Training,3.9,4.222
8631,105784-83-6,O=C1NC(=O)N(C=C1I)C2OC(CO)CC2,Training,-0.61,-0.8577
8632,105801-48-7,O=C(NC1c2ccccc2(OC1))CN3CCCCC3,Training,2.3,1.8736
8633,105801-49-8,O=C(NC1c2ccccc2(OC1))CN3CCOCC3,Training,0.81,0.1259
8634,105801-50-1,O=C(NC1c2cc(ccc2(OC1))Cl)CN(CC)CC,Training,2.88,2.1394
8635,105801-51-2,O=C(NC1c2cc(ccc2(OC1))Cl)CN(CCCC)CCCC,Training,4.44,4.1038
8636,105801-52-3,O=C(NC1c2cc(ccc2(OC1))Cl)CN3CCCC3,Training,2.47,2.027
8637,105801-53-4,O=C(NC1c2cc(ccc2(OC1))Cl)CN3CCCCC3,Training,3.01,2.5181
8638,105801-54-5,O=C(NC1c2cc(ccc2(OC1))Cl)CN3CCOCC3,Training,1.55,0.7704
8639,105801-55-6,O=C(NC1c2cc(ccc2(OC1))C)CN(CC)CC,Training,2.69,2.0422
8640,105801-56-7,O=C(NC1c2cc(ccc2(OC1))C)CN(CCCC)CCCC,Training,4.43,4.0066
8641,105801-57-8,O=C(NC1c2cc(ccc2(OC1))C)CN3CCCC3,Training,2.24,1.9298
8642,105801-58-9,O=C(NC1c2cc(ccc2(OC1))C)CN3CCCCC3,Training,2.78,2.4209
8643,105801-59-0,O=C(NC1c2cc(ccc2(OC1))C)CN3CCOCC3,Training,1.38,0.6732
8644,105801-60-3,O=C(NC1c2ccc(OC)cc2(OC1))CN(CCCC)CCCC,Training,4.24,3.5402
8645,105801-62-5,O=C(NC1c2ccc(OC)cc2(OC1))CN3CCCCC3,Training,2.41,1.9545
8646,105801-63-6,O=C(NC1c2ccc(OC)cc2(OC1))CN3CCOCC3,Training,0.92,0.2068
8647,105801-65-8,O=C(NC1c2ccccc2(OC1))CN(CC)CC,Training,2.2,1.4949
8648,105801-66-9,O=C(NC1c2ccccc2(OC1))CN(CCCC)CCCC,Training,4.15,3.4593
8649,105801-67-0,O=C(NC1c2ccccc2(OC1))CN3CCCC3,Training,1.76,1.3825
8650,105951-31-3,O=C2c1cc(sc1SCC2)S(=O)(=O)N,Training,0.74,0.306
8651,105951-32-4,O=C2c1c(cc(s1)S(=O)(=O)N)SCC2,Training,0.91,0.306
8652,105951-35-7,O=C2c1cc(sc1S(=O)(=O)CC2)S(=O)(=O)N,Training,-0.04,-1.6715
8653,105951-36-8,O=S2c1cc(sc1C(O)CC2)S(=O)(=O)N,Training,-1.01,-1.9848
8654,105951-39-1,O=C2c1c(cc(s1)S(=O)(=O)N)S(=O)(=O)CC2,Training,-0.2,-1.6715
8655,105951-71-1,O=S(=O)(N)c1cc2c(s1)S(=O)(=O)CCC2,Training,-0.16,-0.3137
8656,105979-17-7,O=C(OC)C4=C(NC(=C(C(=O)OC2CN(Cc1ccccc1)CCC2)C4(c3cccc(c3)[N+](=O)[O-]))C)C,Training,4.61,4.6998
8657,105983-46-8,O=[N+]([O-])c1[nH]c(nc1C)Br,Training,0.86,1.3136
8658,105983-47-9,O=[N+]([O-])c1c(nc(n1C)Br)C,Training,0.82,1.8609
8659,106206-96-6,O=C(OCN1C=C(F)C(=O)NC1(=O))OCC,Training,-0.04,-1.08
8660,106206-97-7,O=C(OCN1C(=O)NC=C(F)C1(=O))OCC,Training,0.15,-1.08
8661,106219-34-5,O=C(Oc1ccccc1)OCN2C(=O)NC=C(F)C2(=O),Training,1.11,0.4358
8662,106220-81-9,O(c1cc(c(cc1Cl)Cl)Cl)c2c(cc(cc2Cl)Cl)Cl,Training,6.49,7.9163
8663,106220-83-1,O(c1ccc(cc1Cl)Cl)c2c(cc(c(c2Cl)Cl)Cl)Cl,Training,6.84,7.9163
8664,106231-36-1,O=C(ON=C1C(OCS1)(C)C)NC,Training,0.82,-0.5271
8665,106231-37-2,O=C(ON=C1CSCCS1)NC,Training,0.49,-0.055
8666,106231-39-4,O=C(ON=C1C(C)(C)SCCS1)NC,Training,1.51,0.8161
8667,106231-45-2,O=C(ON=C1CSCS1)NC,Training,0.51,-0.5461
8668,106231-46-3,O=C(ON=C1C(C)SCS1)NC,Training,0.91,-0.1285
8669,106231-47-4,O=C(ON=C1C(C)(C)SCS1)NC,Training,1.31,0.325
8670,106231-48-5,O=C(ON=C1CSC(C)(C)S1)NC,Training,1.33,1.0297
8671,106231-50-9,O=C(OCC(=O)NC)c1ccccc1,Training,0.99,0.7995
8672,106231-51-0,O=C(OCC(=O)NCCC)c1ccccc1,Training,1.88,1.7817
8673,106231-52-1,O=C(OCC(=O)NC(C)(C)C)c1ccccc1,Training,2.26,2.1617
8674,106231-53-2,O=C(OCC(=O)NCC(=O)N)c1ccccc1,Training,0.09,-0.7951
8675,106231-54-3,O=C(OCC(=O)N(C)C)c1ccccc1,Training,1.07,1.5107
8676,106231-55-4,O=C(OCC(=O)N(CCC)CCC)c1ccccc1,Training,2.65,3.4751
8677,106231-56-5,O=C(OCC(=O)N(C(C)C)C(C)C)c1ccccc1,Training,2.56,3.3281
8678,106231-57-6,O=C(OCC(=O)N(CCCC)CCCC)c1ccccc1,Training,3.91,4.4573
8679,106231-58-7,O=C(OCC(=O)N(CC=C)CC=C)c1ccccc1,Training,2.34,3.2023
8680,106231-59-8,O=C(OCC(=O)N(C)CCO)c1ccccc1,Training,0.58,0.537
8681,106231-60-1,O=C(OCC(=O)N(CC)CCO)c1ccccc1,Training,0.93,1.0281
8682,106231-61-2,O=C(OCC(=O)N(CCO)CCO)c1ccccc1,Training,0.17,-0.0303
8683,106231-62-3,O=C(OCC(=O)N(C)CC(=O)N)c1ccccc1,Training,0.08,-0.0839
8684,106231-63-4,O=C(OCC(=O)N(C)CC(=O)OCC)c1ccccc1,Training,1.56,1.5424
8685,106231-64-5,O=C(OCC(=O)N(C)CC(=O)O)c1ccccc1,Training,0.67,1.1843
8686,106231-67-8,O=C(OCC(=O)N1CCCCC1)c2ccccc2,Training,1.95,2.8716
8687,106231-68-9,O=C(OCC(=O)N1CCOCC1)c2ccccc2,Training,0.9,1.1239
8688,106231-69-0,O=C(OCC(=O)N1CCCC1(C(=O)N))c2ccccc2,Training,0.2,0.7124
8689,106293-84-9,O=C(ON=C1C(OC(C)S1)C)NC,Training,0.96,-0.563
8690,106319-38-4,O=S(=O)(N)c1cc2c(s1)SCCC2(O),Training,0.68,0.1255
8691,106319-42-0,O=S(=O)(N)c1cc2c(s1)S(=O)(=O)CC(O)C2,Training,-0.44,-1.852
8692,106319-44-2,O=S(=O)(N)c2cc1c(C(O)CCS1)s2,Training,0.48,0.1255
8693,106319-45-3,O=S(=O)(N)c2cc1c(C(O)CCS1(=O)(=O))s2,Training,-0.59,-1.852
8694,106319-46-4,O=S(=O)(N)c2cc1c(CC(O)CS1(=O)(=O))s2,Training,-0.7,-1.852
8695,106325-08-0,Fc1ccc(cc1)C3(OC3(c2ccccc2Cl))(Cn4ncnc4),Training,3.44,3.4748
8696,106335-79-9,O=S2c1c(cc(s1)S(=O)(=O)N)C(O)CC2,Training,-0.92,-1.9848
8697,106362-29-2,Nc1cccc(c1)C2=CCN(C)CC2,Training,1.47,2.0315
8698,106362-30-5,Nc1ccc(cc1)C2=CCN(C)CC2,Training,1.48,2.0315
8699,106400-04-8,O=S(=O)(N)c1cc2c(s1)S(=O)(=O)CCC2(O),Training,-0.35,-1.852
8700,106848-84-4,O=C(OCC(Cc1cncn1C)C(C(=O)OCc2ccccc2)CC)CCC,Training,3.78,5.2329
8701,106848-85-5,O=C(OCC(Cc1cncn1C)C(C(=O)OCc2ccccc2)CC)CCCCC,Training,4.75,6.2151
8702,106848-86-6,O=C(OCc1ccc(cc1)C)C(CC)C(COC(=O)C(C)(C)C)Cc2cncn2C,Training,4.55,6.1602
8703,107036-57-7,O=C1N=C(N)C(=CN1C2OC(CO)CC2)Br,Training,-0.5,-0.3101
8704,107036-62-4,O=C1N=C(N)C(F)=CN1C2OC(CO)CC2,Training,-1.09,-0.6489
8705,107085-84-7,O=C(O)CCCCCC(=O)OCC(=O)C3(O)(CCC2C4CCC1=CC(=O)CCC1(C)C4(C(O)CC23(C))),Training,3.26,3.6288
8706,107103-97-9,FC(F)(F)CC(C)CCO,Training,1.61,2.1654
8707,107115-73-1,O=C(c1ccccc1)c2c(cc3n2CCC3(C(=O)O))C,Training,2.85,3.2717
8708,107115-74-2,O=C(O)C3c2cc(c(C(=O)c1ccc(F)cc1)n2CC3)C,Training,2.97,3.4721
8709,107419-07-8,O=C(Oc1cccc(c1)C2(C(=O)CC)(CCN(C)CC2))C,Training,1.05,2.0166
8710,107485-43-8,O=C(N)c1c(OC)cccc1Cl,Training,0.59,1.4635
8711,107485-46-1,O=C(NC(=O)c1c(cccc1C)[N+](=O)[O-])Nc2ccc(cc2)Cl,Training,3.75,4.1659
8712,107485-58-5,O=C(NC(=O)c1ccccc1(OC))Nc2ccc(cc2)Cl,Training,4.35,3.8818
8713,107485-63-2,O=C(N)c1c(F)cccc1Br,Training,0.63,1.8285
8714,107485-64-3,O=C(N)c1c(cccc1Cl)[N+](=O)[O-],Training,0.12,1.2003
8715,107485-65-4,O=C(N)c1c(cccc1Br)[N+](=O)[O-],Training,0.28,1.4458
8716,107534-96-3,OC(Cn1ncnc1)(CCc2ccc(cc2)Cl)C(C)(C)C,Training,3.7,3.8887
8717,107550-73-2,OCC3OC(n2cnc1c(nc(nc12)N)N)CC3,Training,-0.46,-2.2647
8718,108050-54-0,O=C3OC(CC)C(C=C(C=CC(=O)C(C)CC(CCN1CC(C)CC(C)C1)C(OC2OC(C)C(O)C(N(C)C)C2(O))C(C)C(O)C3)C)COC4OC(C)C(O)C(OC)C4(OC),Training,3.8,2.9831
8719,108319-06-8,O=C(O)C2=CN(c1ccc(F)cc1(F))c3cc(c(F)cc3(C2(=O)))N4CCNC(C)C4,Training,-0.2,2.155
8720,108441-45-8,[N-]=[N+]=NC1CC(OC1(CO))N2C=C(C(NC2(=O))=S)C,Training,1.07,-1.1744
8721,108610-76-0,N#Cc1cc(cnc1(NCCO))c2ccncc2,Training,1.17,-0.0922
8722,108610-79-3,N#Cc1cc(cnc1(NCC(O)C))c2ccncc2,Training,0.79,0.3254
8723,108610-80-6,N#Cc1cc(cnc1(NC(CO)CC))c2ccncc2,Training,1.04,0.8165
8724,108610-82-8,N#Cc1cc(cnc1(NCCCO))c2ccncc2,Training,1.42,0.3989
8725,108610-85-1,N#Cc1cc(cnc1(NCCCCO))c2ccncc2,Training,1.93,0.89
8726,108611-04-7,N#Cc1cc(cnc1(OCC(O)C))c2ccncc2,Training,1.65,1.2309
8727,108611-20-7,N#Cc1cc(c(nc1(NCCN))C)c2ccncc2,Training,1.91,0.4489
8728,108611-24-1,N#Cc2cc(c1ccccc1)c(nc2(NCC(O)C))C,Training,2.72,1.8991
8729,108611-25-2,N#Cc2cc(c1ccccc1)c(nc2(NCCCO))C,Training,2.72,1.9726
8730,108611-26-3,N#Cc1cc(c(nc1N2CCOCC2)C)c3ccccc3,Training,3.65,2.6157
8731,108611-33-2,N#Cc2cc(c1ccccc1)c(nc2N3CCNCC3)C,Training,3.15,2.3761
8732,108611-54-7,N#Cc1cc(c(nc1Cl)C)c2ccc(OC)c(OC)c2,Training,2.86,3.6312
8733,108635-80-9,N#Cc1cc(c(nc1Cl)C)c2ccc(OC)cc2,Training,3.38,3.5503
8734,108966-48-9,O=S(=O)(N)c1ccc(cc1)SCCO,Training,0.36,-0.0561
8735,108966-49-0,O=S(=O)(N)c1ccc(cc1)S(=O)(=O)CCO,Training,-0.85,-2.0336
8736,108966-51-4,O=S(=O)(N)c1ccc(cc1)SCCCO,Training,0.8,0.435
8737,108966-53-6,O=S(=O)(N)c1ccc(cc1)SCCC(O)(C)C,Training,1.4,1.3061
8738,108966-54-7,O=S(=O)(N)c1ccc(cc1)SCCCCCO,Training,1.04,1.4172
8739,108966-55-8,O=S(=O)(N)c1ccc(cc1)S(=O)(=O)CCCO,Training,-0.64,-1.5425
8740,108966-56-9,O=S(=O)(N)c1ccc(cc1)S(=O)(=O)CCC(O)(C)C,Training,-0.09,-0.6714
8741,108966-58-1,O=[N+]([O-])c1cc(ccc1SCCO)S(=O)(=O)N,Training,0.38,-0.2384
8742,108966-59-2,O=[N+]([O-])c1cc(ccc1SCCCO)S(=O)(=O)N,Training,0.96,0.2527
8743,108966-60-5,O=[N+]([O-])c1cc(ccc1S(=O)(=O)CCCO)S(=O)(=O)N,Training,-0.05,-1.7248
8744,108966-61-6,O=S(=O)(N)c1ccc(c(N)c1)S(=O)(=O)CCCO,Training,-0.48,-2.4595
8745,108966-66-1,O=C(OC)c1cc(ccc1SCCCO)S(=O)(=O)N,Training,0.74,0.2702
8746,108966-67-2,O=C(OC)c1cc(ccc1S(=O)(=O)CCCO)S(=O)(=O)N,Training,-0.3,-1.7073
8747,108966-70-7,O=S(=O)(N)c1ccc(c(F)c1)SCCO,Training,0.72,0.1443
8748,108966-73-0,O=S(=O)(N)c1ccc(c(c1)Cl)SCCCO,Training,1.59,1.0795
8749,108966-74-1,O=S(=O)(N)c1ccc(c(F)c1)SCCCO,Training,0.99,0.6354
8750,108966-75-2,O=S(=O)(N)c1ccc(c(F)c1)SCCCCO,Training,1.28,1.1265
8751,108966-76-3,O=S(=O)(N)c1ccc(c(F)c1)S(=O)(=O)CCO,Training,-0.6,-1.8332
8752,108966-77-4,O=S(=O)(N)c1ccc(c(F)c1)S(=O)(=O)CCCO,Training,-0.41,-1.3421
8753,108966-78-5,O=S(=O)(N)c1ccc(c(F)c1)S(=O)(=O)CCCCO,Training,-0.26,-0.851
8754,109151-40-8,O=C(O)C=CC(=O)c1cnccc1,Training,0.26,1.356
8755,109232-73-7,O=C(OC(C)C)N1C=C(F)C(=O)NC1(=O),Training,0.2,2.2668
8756,109777-62-0,O=C1NC(=O)C(C(=O)N1)(C)C(C)(C)C,Training,0.8,1.1739
8757,109828-22-0,O(c1ccc(c(c1)Cl)Cl)c2cc(c(c(c2Cl)Cl)Cl)Cl,Training,7.07,7.9163
8758,109828-23-1,O(c1cc(c(cc1Cl)Cl)Cl)c2c(c(cc(c2Cl)Cl)Cl)Cl,Training,7.13,8.5608
8759,109871-96-7,O=N2C(C=C(CN1CCCCC1)C2(C)(C))(C)C,Training,1.88,2.4949
8760,109881-25-6,OCC1OC(C=C1)n3cnc2c(nc(nc23)N)N,Training,-0.48,-2.4797
8761,110143-05-0,FC3CC(OC3(n2cnc1c(ncnc12)N))CO,Training,-0.16,-1.4805
8762,110192-33-1,FC(F)(F)c1cccc2c1CC3CCC2C3(N),Training,3.53,3.8761
8763,110192-35-3,FC(F)(F)c1ccc2c(c1)C3CCC(C2)C3(N),Training,3.52,3.8761
8764,110235-47-7,C(#CC)c1nc(nc(c1)C)Nc2ccccc2,Training,3.28,3.1331
8765,110267-92-0,NC3C2c1ccccc1CC3(CC2),Training,1.63,2.9131
8766,110267-95-3,FC(F)(F)c1ccc2c(c1)CC3CCC2C3(N),Training,3.54,3.8761
8767,110301-07-0,O=C(OC(C)C)C(N)Cc1ccc(O)c(O)c1,Training,0.57,0.7532
8768,110442-37-0,O=C(c1ccccc1)N(NC(Nc2ccccc2)=S)c3ccccc3,Training,3.73,4.3718
8769,110488-70-5,O=C(C=C(c1ccc(cc1)Cl)c2ccc(OC)c(OC)c2)N3CCOCC3,Training,2.68,3.6824
8770,110747-15-4,OC(COc1ccccc1C)CNCC(O)COc2ccccc2C,Training,3.67,2.699
8771,110933-19-2,Fc1ccc(cc1)C(O)(c2ccc(F)cc2)Cn3cncc3,Training,2.95,3.3375
8772,111041-44-2,O=C(Nc1cc(ccc1(F))Cc2ccccc2)N(C(=O)NC)C,Training,3.9,4.603
8773,111041-46-4,O=C(Nc1cc(ccc1(F))CC)N(C(=O)NC)C,Training,3.23,3.3863
8774,111041-47-5,O=C(Nc1cc(F)ccc1(F))N(C(=O)NC)C,Training,2.4,2.5483
8775,111041-48-6,O=C(Nc1cc(ccc1(F))C(C)C)N(C(=O)NC)C,Training,3.53,3.8039
8776,111041-55-5,O=C(Nc1cc(ccc1(F))I)N(C(=O)NC)C,Training,3.58,3.5151
8777,111041-57-7,O=C(Nc1cc(OC(C)C)ccc1(F))N(C(=O)NC)C,Training,3.08,3.3375
8778,111041-62-4,O=C(Nc1cc(ccc1(F))C(=O)C)N(C(=O)NC)C,Training,1.82,2.0285
8779,111041-66-8,O=C(Nc1cc(ccc1(F))c2ccccc2)N(C(=O)NC)C,Training,3.78,4.1119
8780,111041-67-9,O=C(Nc1cc(OC)ccc1(F))N(C(=O)NC)C,Training,2.14,2.4288
8781,111041-76-0,O=C(Nc1cc(ccc1(F))C(CC)CC)N(C(=O)NC)C,Training,4.46,4.7861
8782,111041-86-2,O=C(Nc1cc(ccc1(F))C2CCCCC2)N(C(=O)NC)C,Training,4.58,5.1648
8783,111041-88-4,O=C(Nc1cc(ccc1(F))C(C)(C)C)N(C(=O)NC)C,Training,3.96,4.2574
8784,111075-86-6,O=C(NNC(=O)C)Nc1cccc(c1)C,Training,0.75,0.8329
8785,111075-87-7,O=C(NNC(=O)C)Nc1ccc(cc1)C(C)(C)C,Training,2.08,2.1951
8786,111075-88-8,O=C(NNC(=O)C)Nc1cccc(F)c1,Training,0.73,0.486
8787,111075-89-9,O=C(NNC(=O)C)Nc1ccc(F)cc1,Training,0.45,0.486
8788,111075-90-2,O=C(NNC(=O)C)Nc1cccc(c1)Cl,Training,1.33,0.9301
8789,111075-91-3,O=C(NNC(=O)C)Nc1cccc(c1)Br,Training,1.48,1.1756
8790,111075-92-4,O=C(NNC(=O)C)Nc1cccc(c1)I,Training,1.71,1.4528
8791,111075-93-5,O=C(NNC(=O)C)Nc1ccc(cc1)I,Training,1.65,1.4528
8792,111075-94-6,O=C(NNC(=O)C)Nc1cccc(c1)C(F)(F)F,Training,1.59,1.2486
8793,111075-95-7,O=C(NNC(=O)C)Nc1cccc(OC)c1,Training,0.33,0.3665
8794,111075-96-8,O=C(NNC(=O)C)Nc1ccc(OCC)cc1,Training,0.51,0.8576
8795,111075-97-9,O=C(NNC(=O)C)Nc2ccc(Oc1ccccc1)cc2,Training,2.01,2.3419
8796,111075-98-0,O=C(NNC(=O)C)Nc1ccc(cc1)N(C)C,Training,0.11,0.4632
8797,111075-99-1,O=C(NNC(=O)C)Nc1ccc(O)cc1,Training,-0.79,-0.8966
8798,111076-00-7,O=C(NNC(=O)C)Nc1cccc(c1)[N+](=O)[O-],Training,0.67,0.1033
8799,111076-01-8,O=C(NNC(=O)C)Nc1ccc(cc1)[N+](=O)[O-],Training,0.77,0.1033
8800,111076-02-9,N#Cc1ccc(cc1)NC(=O)NNC(=O)C,Training,0.38,-0.1674
8801,111226-62-1,n1ccn(c1)C(OC(COc2ccccc2)C(C)(C)C)=S,Training,4.27,3.8339
8802,111226-63-2,n1ccn(c1)C(OC(COc2ccc(cc2)Cl)C(C)(C)C)=S,Training,4.96,4.4784
8803,111226-64-3,n1ccn(c1)C(OC(COc2ccc(cc2)Br)C(C)(C)C)=S,Training,5.11,4.7239
8804,111226-65-4,n1ccn(c1)C(OC(COc2ccc(cc2)C)C(C)(C)C)=S,Training,4.66,4.3812
8805,111226-67-6,n1ccn(c1)C(OC(COc2ccc(cc2)CCC)C(C)(C)C)=S,Training,5.77,5.3634
8806,111226-68-7,n1ccn(c1)C(OC(COc2ccc(cc2)C(C)C)C(C)(C)C)=S,Training,5.21,5.2899
8807,111226-70-1,n1ccn(c1)C(OC(COc2ccc(cc2)c3ccccc3)C(C)(C)C)=S,Training,6.06,5.5979
8808,111226-71-2,n1ccn(c1)C(OC(COc2ccc(OC)cc2)C(C)(C)C)=S,Training,4.31,3.9148
8809,111226-84-7,n1ccn(c1)C(OC(COc2ccc(cc2)CC)C(C)(C)C)=S,Training,5.09,4.8723
8810,111226-99-4,O=C(OC(COc1ccccc1)C(C)(C)C)n2cncc2,Training,3.58,3.4061
8811,111227-00-0,O=C(OC(COc1ccc(F)cc1)C(C)(C)C)n2cncc2,Training,3.68,3.6065
8812,111227-01-1,O=C(OC(COc1ccc(cc1)Cl)C(C)(C)C)n2cncc2,Training,4.19,4.0506
8813,111227-03-3,O=C(OC(COc1ccc(cc1)Br)C(C)(C)C)n2cncc2,Training,4.37,4.2961
8814,111227-04-4,O=C(OC(COc1ccc(cc1)[N+](=O)[O-])C(C)(C)C)n2cncc2,Training,3.35,3.2238
8815,111227-05-5,N#Cc2ccc(OCC(OC(=O)n1cncc1)C(C)(C)C)cc2,Training,3.15,2.9531
8816,111227-07-7,O=C(OC(COc1ccc(cc1)C(C)C)C(C)(C)C)n2cncc2,Training,4.77,4.8621
8817,111227-08-8,O=C(OC(COc1ccc(cc1)C)C(C)(C)C)n2cncc2,Training,4.06,3.9534
8818,111227-09-9,O=C(OC(COc1ccc(cc1)c2ccccc2)C(C)(C)C)n3cncc3,Training,4.56,5.1701
8819,111227-10-2,O=C(OC(COc1ccc(cc1)C(C)(C)C)C(C)(C)C)n2cncc2,Training,4.82,5.3156
8820,111227-13-5,O=C(OC(COc1ccc(cc1)CC)C(C)(C)C)n2cncc2,Training,4.1,4.4445
8821,111227-14-6,O=C(OC(COc1ccc(cc1)CCC)C(C)(C)C)n2cncc2,Training,4.73,4.9356
8822,111227-15-7,O=C(OC(COc1ccc(cc1)CCCC)C(C)(C)C)n2cncc2,Training,4.97,5.4267
8823,111227-17-9,O=C(OC(COc1ccc(OC)cc1)C(C)(C)C)n2cncc2,Training,3.46,3.487
